Posted On,BHK,Rent,Size,Floor,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom
2022-06-26,2,9000,1200,Ground out of 1,1,"Boduppal, NH 2 2",Hyderabad,1,Bachelors/Family,2
2022-06-14,2,11000,800,2 out of 3,1,Ram nagar,Hyderabad,2,Bachelors/Family,2
2022-05-06,3,24000,1200,1 out of 3,1,"Kachiguda, NH 2 2",Hyderabad,2,Bachelors/Family,4
2022-05-06,2,12000,1000,2 out of 3,1,"Nallagandla, Serilingampally",Hyderabad,1,Bachelors/Family,1
2022-07-02,2,20000,1600,1 out of 2,1,Kothapet,Hyderabad,1,Family,3
2022-07-03,2,24000,1200,1 out of 3,2,Dr A.S. Rao Nagar,Hyderabad,2,Bachelors/Family,2
2022-07-05,2,12000,1100,2 out of 2,1,"Balapur X road,Triveni nagar",Hyderabad,2,Bachelors/Family,2
2022-07-10,3,12000,1250,2 out of 6,2,Alwal,Hyderabad,2,Family,3
2022-06-25,2,10000,1100,Ground out of 2,2,Gajularamaram,Hyderabad,1,Bachelors/Family,2
2022-07-08,2,45000,1600,1 out of 6,1,Kattedan Rd,Hyderabad,2,Bachelors/Family,2
2022-06-16,2,22000,1000,2 out of 2,1,Gachibowli,Hyderabad,2,Bachelors/Family,2
2022-05-06,1,6500,455,2 out of 3,1,Bandlaguda Jagir,Hyderabad,1,Bachelors/Family,1
2022-05-25,3,40000,1473,23 out of 23,1,"Kukatpally, NH 9",Hyderabad,2,Bachelors/Family,2
2022-07-02,5,300000,4050,Ground out of 5,1,"Bandlaguda Jagir,, Hyderabad",Hyderabad,1,Bachelors/Family,4
2022-06-25,1,4000,400,Ground out of 1,1,Borabanda,Hyderabad,1,Bachelors/Family,1
2022-06-29,2,12000,1300,1 out of 2,1,"Gandhamguda, Bairagiguda",Hyderabad,2,Bachelors/Family,2
2022-07-06,4,27000,2520,2 out of 2,2,Defence Colony Layout,Hyderabad,2,Family,5
2022-06-22,1,10000,500,2 out of 5,1,Gachibowli,Hyderabad,2,Bachelors/Family,1
2022-05-06,2,10000,200,Ground out of 2,1,"Pathar Gatti, NH 7",Hyderabad,1,Bachelors/Family,1
2022-05-12,2,10000,1200,Ground out of 1,1,Upperpally,Hyderabad,1,Bachelors/Family,2
2022-07-07,3,18000,1950,2 out of 5,1,Toli Chowki,Hyderabad,2,Bachelors/Family,3
2022-07-10,1,14500,500,2 out of 5,2,Kondapur,Hyderabad,2,Bachelors,1
2022-05-01,1,9000,500,3 out of 3,1,"Miyapur, NH 9",Hyderabad,1,Bachelors/Family,3
2022-07-06,2,14000,1150,1 out of 3,1,Bandlaguda Jagir,Hyderabad,2,Bachelors/Family,2
2022-06-02,2,18000,242,Ground out of 4,1,"APHB Colony-Moula Ali, Moula Ali Road",Hyderabad,1,Bachelors/Family,2
2022-07-02,2,9500,720,5 out of 7,2,"Pocharam, NH 2 2",Hyderabad,2,Bachelors/Family,2
2022-06-10,3,49000,1800,19 out of 30,1,Nanakram Guda,Hyderabad,1,Bachelors,3
2022-05-13,1,9000,450,1 out of 3,1,"Chandulal bela colony, shahalibanda",Hyderabad,2,Bachelors/Family,1
2022-05-06,2,130000,130,1 out of 1,1,Lal Darwaza,Hyderabad,1,Bachelors/Family,2
2022-06-02,2,8000,690,2 out of 4,1,New Malakpet,Hyderabad,1,Bachelors/Family,2
2022-05-06,2,13000,1000,2 out of 4,1,Madhapur,Hyderabad,2,Bachelors/Family,2
2022-05-06,3,18000,1500,Ground out of 4,1,Shivaji Nagar,Hyderabad,2,Bachelors/Family,2
2022-05-29,3,18000,1150,Ground out of 6,1,New Nallakunta,Hyderabad,2,Bachelors/Family,3
2022-05-29,3,32000,1783,1 out of 5,1,Gopanapalli,Hyderabad,2,Bachelors/Family,2
2022-05-25,2,15000,900,1 out of 3,1,Santosh Nagar,Hyderabad,1,Bachelors/Family,2
2022-07-06,3,35000,1725,2 out of 13,1,"Narsingi, Outer Ring Road",Hyderabad,2,Bachelors/Family,3
2022-05-25,1,6000,680,Ground out of 3,2,Bapu Nagar-Langar Houz,Hyderabad,1,Bachelors/Family,1
2022-06-06,1,9000,550,2 out of 3,1,"Uppal, NH 2 2",Hyderabad,2,Bachelors/Family,1
2022-05-25,2,9500,1290,1 out of 2,1,"Jillelguda, Medbowli",Hyderabad,2,Bachelors/Family,2
2022-05-10,2,12500,1450,Ground out of 2,1,"Arvind Nagar Colony, Toli Chowki",Hyderabad,2,Bachelors/Family,2
2022-05-06,2,25000,1300,3 out of 3,1,Madhapur,Hyderabad,2,Bachelors/Family,2
2022-05-12,2,15000,1450,2 out of 4,1,Nagole,Hyderabad,2,Bachelors/Family,2
2022-07-06,3,38000,1496,10 out of 15,2,Kondapur,Hyderabad,2,Bachelors,2
2022-05-31,3,20000,1850,1 out of 5,1,Kompally,Hyderabad,2,Family,2
2022-06-14,3,15000,1600,2 out of 4,2,Old Bowenpally,Hyderabad,2,Bachelors/Family,3
2022-07-06,3,130000,3500,3 out of 5,2,Jubilee Hills,Hyderabad,2,Family,3
2022-07-08,3,27000,1850,5 out of 6,1,"Red Hills, Lakdikapul, NH 7",Hyderabad,2,Bachelors/Family,3
2022-07-02,2,16000,1210,3 out of 5,1,Secunderabad,Hyderabad,1,Bachelors/Family,2
2022-06-06,2,13000,1400,Ground out of 1,1,"Mallampet, Outer Ring Road",Hyderabad,2,Bachelors/Family,2
2022-06-04,2,10000,950,Ground out of 4,1,"Uppal, NH 2 2",Hyderabad,2,Bachelors/Family,2
2022-06-22,2,10000,878,3 out of 4,1,Malkajgiri,Hyderabad,2,Bachelors/Family,2
2022-05-06,2,17000,875,2 out of 6,1,"Bolarum, Medchal Road",Hyderabad,1,Bachelors/Family,2
2022-06-02,2,12500,300,3 out of 4,1,"Vanasthalipuram, NH 9",Hyderabad,2,Bachelors/Family,2
2022-06-14,3,25000,1800,4 out of 5,1,Nizampet,Hyderabad,2,Bachelors/Family,3
2022-07-02,3,35000,1956,1 out of 9,1,"Miyapur, NH 9",Hyderabad,2,Bachelors,3
2022-05-25,2,12000,800,2 out of 4,1,"Kachiguda, NH 2 2",Hyderabad,1,Bachelors/Family,1
2022-05-29,2,12000,1175,5 out of 5,1,Shamirpet,Hyderabad,1,Bachelors/Family,2
2022-06-25,2,15000,1080,3 out of 4,1,Anupuram Colony,Hyderabad,2,Bachelors/Family,2
2022-07-06,3,45000,1955,1 out of 19,1,Kondapur,Hyderabad,1,Bachelors,3
2022-07-06,2,20000,950,1 out of 5,1,Masab Tank,Hyderabad,1,Bachelors/Family,2
2022-07-02,2,15000,800,2 out of 3,1,Mehdipatnam,Hyderabad,1,Bachelors/Family,2
2022-05-06,2,10000,1090,2 out of 4,1,"Hyder Shah Kote, Chevella Road",Hyderabad,1,Bachelors/Family,2
2022-07-09,3,15000,1450,2 out of 5,2,Bandari Layout,Hyderabad,2,Family,3
2022-07-07,2,19800,1070,3 out of 4,2,KPHB Road,Hyderabad,2,Bachelors/Family,2
2022-05-06,2,8500,60,3 out of 5,1,"Gulmohar Park Colony, Serilingampally",Hyderabad,1,Bachelors/Family,2
2022-07-06,4,130000,3133,14 out of 14,2,"Vittal Rao Nagar, Hitech City",Hyderabad,2,Family,5
2022-07-10,1,8500,900,2 out of 2,2,in Trimulgherry,Hyderabad,1,Family,1
2022-05-16,1,4500,60,1 out of 2,1,"Hayathnagar, NH 9",Hyderabad,2,Bachelors/Family,1
2022-06-10,2,9000,600,3 out of 4,1,Kapra,Hyderabad,1,Bachelors/Family,2
2022-07-10,1,13000,750,3 out of 3,2,Hyderaguda-Attapur,Hyderabad,2,Family,1
2022-07-06,2,18000,900,2 out of 4,1,Jubilee Hills,Hyderabad,1,Bachelors/Family,2
2022-07-04,3,26000,1800,2 out of 4,2,filmnagar. hydrabad,Hyderabad,2,Bachelors/Family,3
2022-05-20,1,17000,470,3 out of 5,1,Kondapur,Hyderabad,2,Bachelors/Family,1
2022-05-06,2,9000,720,1 out of 3,1,"Beeramguda, Ramachandra Puram, NH 9",Hyderabad,1,Bachelors/Family,2
2022-05-12,1,8000,450,Ground out of 3,1,"Somajiguda, NH 9",Hyderabad,1,Bachelors/Family,1
2022-07-06,2,10000,600,7 out of 7,1,Madhura Nagar-Nizampet,Hyderabad,1,Bachelors/Family,2
2022-06-26,2,12000,1100,1 out of 1,1,"Hyder Shah Kote, Chevella Road",Hyderabad,1,Bachelors/Family,2
2022-06-27,2,14000,1300,3 out of 3,1,IAS Colony,Hyderabad,1,Bachelors/Family,2
2022-06-25,2,25000,1500,Ground out of 2,1,Bowenpally,Hyderabad,2,Bachelors/Family,2
2022-07-05,2,22000,1200,4 out of 8,1,Gachibowli,Hyderabad,2,Bachelors/Family,2
2022-05-29,4,45000,3000,3 out of 4,1,Hitech City,Hyderabad,2,Bachelors/Family,4
2022-06-26,3,20000,2000,1 out of 1,2,Kapra,Hyderabad,2,Bachelors/Family,3
2022-06-14,2,16000,800,2 out of 4,1,"Lakdikapul, NH 9",Hyderabad,1,Bachelors/Family,2
2022-07-08,3,35000,1000,3 out of 6,2,Nizampet,Hyderabad,2,Bachelors/Family,3
2022-05-12,2,15000,1200,2 out of 3,1,"Manikonda, Outer Ring Road",Hyderabad,1,Bachelors/Family,2
2022-06-18,1,5500,400,1 out of 2,1,"Ramanthapur, NH 2 2",Hyderabad,1,Bachelors/Family,1
2022-06-04,3,35000,1250,4 out of 5,2,"Somajiguda, NH 9",Hyderabad,1,Bachelors,2
2022-07-04,1,14000,700,5 out of 5,2,"Chanda Naik Nagar, Madhapur",Hyderabad,2,Bachelors/Family,1
2022-07-06,2,25000,1100,1 out of 5,1,"Alkapur Township, Hyderabad",Hyderabad,2,Bachelors/Family,2
2022-06-06,4,36000,2050,1 out of 3,1,Sainikpuri,Hyderabad,2,Bachelors/Family,2
2022-07-06,2,20000,1428,4 out of 8,1,"Beeramguda, Ramachandra Puram, NH 9",Hyderabad,2,Family,2
2022-05-22,3,30000,1700,3 out of 5,2,"Ashok Nagar, Himayath Nagar",Hyderabad,2,Family,3
2022-07-02,2,12000,1140,2 out of 5,1,"Kismatpur, Outer Ring Road",Hyderabad,2,Family,2
2022-05-22,2,16000,1000,2 out of 5,1,"Ashok Nagar, Himayath Nagar",Hyderabad,2,Bachelors/Family,2
2022-06-03,2,13000,1160,3 out of 5,1,"Pragathi Nagar, Kukatpally",Hyderabad,1,Bachelors,2
2022-07-05,3,22000,3000,3 out of 5,2,sri sai arcade madinaguda,Hyderabad,2,Bachelors/Family,2
2022-07-06,1,15000,450,1 out of 3,1,Madhapur,Hyderabad,1,Family,1
2022-05-06,3,14000,1540,2 out of 5,1,Attapur,Hyderabad,1,Bachelors/Family,2
2022-05-06,2,8000,1000,2 out of 8,1,"Saroornagar, NH 9",Hyderabad,2,Bachelors/Family,2
2022-07-06,3,57000,1417,7 out of 30,2,Nanakaramguda,Hyderabad,2,Bachelors,3
2022-05-31,3,1200,2100,1 out of 3,2,"Uppal, NH 2 2",Hyderabad,2,Bachelors/Family,3
2022-07-08,2,8000,550,4 out of 4,2,Ram nagar,Hyderabad,1,Bachelors,1
2022-05-18,3,15000,1600,1 out of 5,1,"Miyapur, NH 9",Hyderabad,2,Bachelors/Family,3
2022-07-10,2,17000,1200,4 out of 5,1,"Madinaguda, Hafeezpet, NH 9",Hyderabad,2,Bachelors/Family,2
2022-06-18,2,12000,500,1 out of 2,1,"Saidabad Colony, Sayeedabad",Hyderabad,2,Bachelors/Family,2
2022-06-17,3,25000,1300,Ground out of 5,2,"Manikonda, Outer Ring Road",Hyderabad,2,Bachelors/Family,2
2022-06-25,2,13000,600,1 out of 3,1,Ramchandrapuram Mandal,Hyderabad,1,Bachelors/Family,1
2022-06-25,3,35000,1565,1 out of 6,2,"KMR Estates, Serilingampally",Hyderabad,2,Bachelors/Family,3
2022-07-06,1,6500,350,2 out of 4,1,Langar Houz,Hyderabad,1,Bachelors/Family,1
2022-06-03,2,11000,1100,1 out of 4,1,"Padmanabha Nagar, Mehdipatnam",Hyderabad,1,Bachelors/Family,2
2022-05-12,2,25000,1200,1 out of 6,1,Vijay nagar colony m,Hyderabad,2,Bachelors/Family,2
2022-06-03,3,35000,2000,1 out of 5,1,"Miyapur, NH 9",Hyderabad,2,Family,3
2022-05-25,3,27000,2200,3 out of 6,1,Toli Chowki,Hyderabad,2,Bachelors/Family,3
2022-07-06,3,18000,1400,2 out of 4,1,Toli Chowki,Hyderabad,1,Bachelors/Family,3
2022-05-06,3,20000,1950,5 out of 6,1,Sainikpuri,Hyderabad,2,Bachelors/Family,3
2022-05-16,2,8500,130,1 out of 1,2,Rampally,Hyderabad,1,Bachelors/Family,2
2022-06-10,2,14000,1300,Ground out of 2,1,Bandlaguda Jagir,Hyderabad,2,Bachelors/Family,2
2022-06-09,3,35000,1675,5 out of 12,1,Gachibowli,Hyderabad,1,Bachelors/Family,3
2022-07-06,2,16000,1135,3 out of 5,1,Suchitra Circle,Hyderabad,2,Bachelors/Family,2
2022-05-12,3,20000,1800,3 out of 4,1,"Banjara Hills, NH 9",Hyderabad,1,Bachelors/Family,2
2022-06-14,3,18000,1400,1 out of 5,1,Attapur,Hyderabad,2,Bachelors/Family,3
2022-07-06,4,140000,3698,16 out of 22,2,"Gachibowli CUC, Outer Ring Road",Hyderabad,2,Family,5
2022-05-12,2,10000,950,Ground out of 4,1,"Bolarum, Medchal Road",Hyderabad,1,Bachelors/Family,2
2022-05-12,2,12000,650,1 out of 2,1,Begumpet,Hyderabad,1,Bachelors/Family,2
2022-06-24,1,5300,100,3 out of 3,2,in 1-71/1/a,Hyderabad,2,Bachelors/Family,1
2022-05-25,2,11000,950,2 out of 3,2,IDA Uppal,Hyderabad,1,Bachelors,2
2022-06-10,2,12000,1000,1 out of 2,2,"New Nagole Colony, Kothapet",Hyderabad,1,Bachelors,2
2022-06-06,2,12000,900,3 out of 4,2,Gwachiwali,Hyderabad,2,Bachelors/Family,1
2022-05-29,3,20000,1800,7 out of 10,2,Trimulgherry,Hyderabad,2,Bachelors/Family,3
2022-07-02,2,13000,1000,2 out of 3,1,Kapra,Hyderabad,1,Bachelors/Family,2
2022-05-09,3,22000,1800,2 out of 5,1,"Hyder Shah Kote, Chevella Road",Hyderabad,2,Bachelors/Family,3
2022-05-12,2,15000,1000,2 out of 4,1,Hyderguda,Hyderabad,2,Bachelors/Family,2
2022-05-12,1,5400,450,1 out of 2,1,Jeedimetla,Hyderabad,1,Bachelors/Family,1
2022-05-28,3,16500,1771,2 out of 5,1,Bandam Kommu,Hyderabad,1,Bachelors/Family,3
2022-06-29,2,12000,1150,4 out of 5,2," in Erragadda, NH 9",Hyderabad,2,Bachelors/Family,2
2022-06-22,2,8500,1000,2 out of 3,1,Musheerabad,Hyderabad,2,Bachelors/Family,2
2022-05-08,2,14000,1050,2 out of 5,2,Attapur,Hyderabad,2,Bachelors,2
2022-06-08,3,15000,1500,2 out of 3,2,"Miyapur, NH 9",Hyderabad,1,Bachelors/Family,2
2022-05-12,2,6000,750,1 out of 2,1,"Ramachandra Puram, NH 9",Hyderabad,1,Bachelors/Family,2
2022-05-12,2,14000,1100,Ground out of 4,1,Mehdipatnam,Hyderabad,2,Bachelors/Family,2
2022-06-29,2,15000,800,Ground out of 3,1,Road no 3 banjara hills hyderabad 500035,Hyderabad,1,Bachelors/Family,2
2022-07-02,3,37000,150,1 out of 5,2,Jubilee Hills,Hyderabad,1,Bachelors,3
2022-06-30,1,6500,750,2 out of 3,1,"Bapu Nagar, Lakdikapul",Hyderabad,1,Bachelors/Family,1
2022-05-20,2,10000,600,2 out of 3,1,Borabanda,Hyderabad,1,Bachelors/Family,1
2022-05-25,2,12000,1080,2 out of 3,1,"Habsiguda, NH 2 2",Hyderabad,2,Bachelors/Family,2
2022-04-28,2,12000,1100,3 out of 3,1,Nizampet,Hyderabad,1,Bachelors/Family,2
2022-05-17,2,9000,750,2 out of 3,1,Alwal,Hyderabad,2,Bachelors/Family,2
2022-07-10,3,60000,2405,10 out of 14,1,"Khaja Guda, Outer Ring Road",Hyderabad,2,Bachelors,4
2022-04-30,2,18000,1248,4 out of 5,2,Kothapet,Hyderabad,2,Bachelors/Family,2
2022-06-02,2,14000,1110,2 out of 5,2,Dhulapally,Hyderabad,2,Bachelors/Family,2
2022-07-10,3,50000,2300,2 out of 5,2,"Ashok Nagar, Himayath Nagar",Hyderabad,2,Bachelors/Family,3
2022-07-08,2,17000,1000,3 out of 5,2,"Madinaguda, Hafeezpet, NH 9",Hyderabad,2,Bachelors,2
2022-05-06,2,9000,800,4 out of 5,1,Old Bowenpally,Hyderabad,1,Bachelors/Family,2
2022-07-06,4,80000,3115,3 out of 3,1,"Hormany nest Apartments gandipet Apartmentge hyderabad, Hyderabad",Hyderabad,2,Bachelors/Family,5
2022-06-22,1,7500,500,1 out of 2,1,"Saroornagar, NH 9",Hyderabad,1,Bachelors/Family,1
2022-05-15,2,14000,950,5 out of 5,2,"Miyapur, NH 9",Hyderabad,1,Bachelors/Family,2
2022-07-06,2,14000,1374,2 out of 3,1,Trimulgherry,Hyderabad,2,Bachelors/Family,2
2022-04-30,1,10000,1300,Ground out of 1,2,Khanapur,Hyderabad,2,Bachelors/Family,1
2022-05-25,2,17000,1150,5 out of 6,1,Abhyudaya Nagar,Hyderabad,2,Bachelors/Family,2
2022-07-02,1,6500,450,2 out of 3,2,"Kukatpally, NH 9",Hyderabad,2,Bachelors,1
2022-05-06,2,10000,927,3 out of 5,1,Bachupally,Hyderabad,2,Bachelors/Family,2
2022-06-25,3,22000,1500,4 out of 5,1,"Rajendra Nagar, Outer Ring Road",Hyderabad,1,Bachelors/Family,3
2022-07-06,2,15000,1200,1 out of 3,1,Attapur,Hyderabad,1,Bachelors/Family,2
2022-05-29,2,12000,1200,Ground out of 2,1,Patelguda,Hyderabad,2,Bachelors/Family,2
2022-07-06,3,52000,2800,16 out of 19,2,"Kokapet, Outer Ring Road",Hyderabad,2,Family,3
2022-05-06,1,6500,562,3 out of 4,1,Amberpet,Hyderabad,1,Bachelors/Family,1
2022-06-19,2,20000,1500,1 out of 3,1,Toli Chowki,Hyderabad,2,Bachelors/Family,2
2022-05-06,3,25000,1950,Ground out of 3,1,Kondapur,Hyderabad,2,Bachelors/Family,3
2022-07-10,3,14000,1360,3 out of 8,1,"Ghatkesar, NH 2 2",Hyderabad,2,Bachelors,2
2022-06-25,3,25000,1800,1 out of 3,1,Prashanth hills,Hyderabad,2,Bachelors/Family,3
2022-05-31,2,12500,950,2 out of 8,1,"Kachiguda, NH 2 2",Hyderabad,2,Bachelors/Family,2
2022-07-05,2,12000,780,3 out of 3,2,Sri BALAJI CLASSIC BHAVANI NAGAR RD NO 5,Hyderabad,1,Bachelors,2
2022-06-10,1,10000,500,1 out of 3,1,"Khairatabad, NH 7",Hyderabad,2,Bachelors/Family,1
2022-05-18,2,17000,1050,3 out of 5,1,"Ashok Nagar, Himayath Nagar",Hyderabad,2,Bachelors/Family,2
2022-07-10,1,15500,600,Upper Basement out of 5,2,Kondapur,Hyderabad,2,Bachelors,1
2022-05-29,3,65000,1800,Ground out of 1,2,"Banjara Hills, NH 9",Hyderabad,2,Bachelors/Family,3
2022-07-06,3,60000,1800,14 out of 30,2,Gachibowli,Hyderabad,1,Bachelors/Family,3
2022-07-06,3,45000,1900,4 out of 10,2,Gachibowli,Hyderabad,2,Family,3
2022-06-18,2,10500,1100,3 out of 5,1,"Safilguda, Secunderabad",Hyderabad,1,Bachelors/Family,2
2022-05-24,2,9000,200,2 out of 7,1,BHEL,Hyderabad,1,Bachelors/Family,1
2022-05-06,3,20000,1400,3 out of 5,1,Nawab Saheb Kunta,Hyderabad,2,Bachelors/Family,3
2022-07-06,2,20000,1200,2 out of 5,2,Kondapur,Hyderabad,2,Bachelors,2
2022-05-06,3,18000,1600,2 out of 5,1,"Quthbullapur, NH 7",Hyderabad,2,Bachelors/Family,3
2022-05-06,2,12000,1150,2 out of 5,1,Nizampet,Hyderabad,2,Bachelors/Family,2
2022-05-06,2,12000,130,2 out of 3,1,"Subhash Nagar, Secunderabad",Hyderabad,1,Bachelors/Family,2
2022-06-27,4,120000,3800,1 out of 1,2,"MLA Colony, Banjara Hills",Hyderabad,2,Bachelors/Family,4
2022-04-30,3,28000,1720,4 out of 10,1,"Narsingi, Outer Ring Road",Hyderabad,2,Bachelors/Family,3
2022-04-30,1,6000,500,1 out of 3,1,"Hayathnagar, NH 9",Hyderabad,1,Bachelors/Family,1
2022-06-14,2,12500,1200,2 out of 6,1,Mehdipatnam,Hyderabad,1,Bachelors/Family,2
2022-05-06,4,31000,2400,2 out of 4,1,"Upparpally, Hyderabad Expressway",Hyderabad,2,Bachelors/Family,4
2022-05-25,2,7000,800,3 out of 4,1,"Boduppal, NH 2 2",Hyderabad,2,Bachelors/Family,2
2022-06-24,2,22000,1300,4 out of 5,1,"Basheer Bagh, NH 7",Hyderabad,2,Bachelors/Family,2
2022-04-30,2,17500,1400,4 out of 6,1,"Miyapur, NH 9",Hyderabad,2,Bachelors/Family,2
2022-06-04,2,14000,650,1 out of 3,1,"Padmarao Nagar, Hyderabad-Karimnagar Highway",Hyderabad,1,Bachelors/Family,2
2022-06-12,2,9500,103,2 out of 4,1,"Boduppal, NH 2 2",Hyderabad,1,Bachelors/Family,2
2022-04-30,1,7000,950,1 out of 5,1,Kothapet,Hyderabad,2,Bachelors/Family,1
2022-05-06,3,15000,1500,3 out of 5,1,RTC Colony-Chandanagar,Hyderabad,1,Bachelors/Family,3
2022-06-30,3,15000,1550,5 out of 5,2," in Miyapur, NH 9",Hyderabad,1,Bachelors/Family,2
2022-07-06,2,10000,140,2 out of 4,1,"Sivarampalli, Hyderabad Expressway",Hyderabad,1,Bachelors/Family,2
2022-07-06,3,14000,1800,1 out of 2,1,Kanchan Bagh,Hyderabad,1,Bachelors/Family,2
2022-07-08,4,85000,2550,2 out of 3,2,"Banjara Hills, NH 9",Hyderabad,2,Bachelors/Family,4
2022-05-12,1,5500,500,Ground out of 3,1,Vikas Nagar-Bandlaguda Jagir,Hyderabad,1,Bachelors/Family,1
2022-05-12,2,14000,800,Ground out of 3,1,"Kukatpally, NH 9",Hyderabad,2,Bachelors/Family,2
2022-05-20,2,10000,800,1 out of 2,1,"Kukatpally, NH 9",Hyderabad,2,Bachelors/Family,2
2022-05-12,2,10000,1300,2 out of 4,1,"Safilguda, Secunderabad",Hyderabad,1,Bachelors/Family,2
2022-05-12,2,13000,600,2 out of 3,1,"Banjara Hills, NH 9",Hyderabad,1,Bachelors/Family,2
2022-05-12,3,20000,1000,2 out of 6,1,Toli Chowki,Hyderabad,1,Bachelors/Family,3
2022-06-10,3,25000,1000,1 out of 4,2,OU Colony-Shaikpet,Hyderabad,2,Bachelors/Family,3
2022-05-12,1,7500,500,2 out of 3,1,"Janachaitanya colony, Hyderabad Expressway",Hyderabad,2,Bachelors/Family,1
2022-06-06,1,200000,8000,Ground out of 4,1," Beeramguda, Ramachandra Puram, NH 9",Hyderabad,1,Bachelors/Family,10
2022-05-01,2,12000,1100,2 out of 3,2,"Gangaram, Chandanagar, NH 9",Hyderabad,1,Bachelors/Family,2
2022-07-03,2,9500,1100,Ground out of 3,2,"Kanaka Durga Colony, Gudimalkapur",Hyderabad,1,Bachelors/Family,2
2022-05-06,2,12000,200,1 out of 1,2,railway employees housing colony Bollarum,Hyderabad,1,Bachelors,2
2022-05-25,2,10000,1800,2 out of 3,1,"Boduppal, NH 2 2",Hyderabad,1,Family,2
2022-07-08,2,8000,190,1 out of 1,1,Gurramguda balaj homes p no 4,Hyderabad,2,Bachelors/Family,2
2022-07-02,3,16000,1350,1 out of 3,1,Saidabad,Hyderabad,1,Bachelors/Family,2
2022-07-06,2,12333,1200,Ground out of 1,1,Alwal,Hyderabad,1,Bachelors/Family,2
2022-06-19,1,9500,400,3 out of 4,2,"Bharat Nagar, Moosapet",Hyderabad,1,Bachelors,1
2022-07-06,2,16000,1200,Ground out of 4,1,"Manikonda, Outer Ring Road",Hyderabad,2,Bachelors/Family,2
2022-04-30,3,20000,1400,4 out of 5,1,"Saidabad Colony, Sayeedabad",Hyderabad,2,Bachelors/Family,3
2022-06-10,3,14000,1300,2 out of 3,2,Rock Town Colony,Hyderabad,1,Bachelors,3
2022-07-01,1,7500,400,2 out of 2,2,"DNM Colony, Sanath Nagar",Hyderabad,1,Bachelors/Family,1
2022-06-06,1,13900,650,1 out of 6,1,Suraram,Hyderabad,1,Bachelors/Family,1
2022-04-30,1,5500,500,2 out of 3,1,Vidyanagar,Hyderabad,1,Bachelors,1
2022-04-30,2,9000,875,4 out of 5,1,Attapur,Hyderabad,2,Bachelors/Family,2
2022-06-24,1,4700,850,3 out of 3,1," in Boduppal, NH 2 2",Hyderabad,1,Bachelors/Family,2
2022-05-06,3,30000,1730,7 out of 9,1,Nalagandla,Hyderabad,2,Bachelors/Family,3
2022-05-31,3,16500,1500,2 out of 6,2,Kompally,Hyderabad,2,Bachelors,3
2022-06-29,3,24000,1600,4 out of 4,2,Akkineni Homes Yousufguda,Hyderabad,2,Bachelors/Family,3
2022-06-18,2,9500,900,1 out of 2,1,"Peerzadiguda, NH 2 2",Hyderabad,1,Bachelors/Family,2
2022-06-19,2,12000,925,2 out of 2,1,"Chandanagar, NH 9",Hyderabad,2,Bachelors/Family,2
2022-07-06,2,15000,1500,2 out of 4,1,"LB Nagar, NH 9",Hyderabad,1,Bachelors/Family,2
2022-06-21,3,22500,1600,1 out of 3,2,Tarnaka,Hyderabad,2,Family,3
2022-06-29,3,32000,1300,2 out of 3,2,"Banjara Hills, NH 9",Hyderabad,2,Bachelors,3
2022-05-29,2,10000,1200,Ground out of 3,1,Sainikpuri,Hyderabad,2,Bachelors/Family,2
2022-06-14,2,13000,133,1 out of 2,1,Old Bowenpally,Hyderabad,2,Bachelors/Family,2
2022-07-06,2,7000,950,Ground out of 1,1,Rampally,Hyderabad,1,Family,2
2022-05-12,3,12000,1200,3 out of 4,1,Santosh Nagar,Hyderabad,2,Bachelors/Family,3
2022-05-12,2,7500,950,1 out of 2,1,Kothapet,Hyderabad,1,Bachelors/Family,2
2022-07-06,2,15000,1095,4 out of 5,1,"Gundlapochampally, Outer Ring Road",Hyderabad,2,Bachelors/Family,2
2022-07-06,1,8000,400,3 out of 4,1,Chanda Nagar,Hyderabad,1,Bachelors/Family,1
2022-06-17,3,25000,2210,4 out of 5,1,"Nallagandla, Serilingampally",Hyderabad,2,Family,3
2022-06-11,3,26000,1450,4 out of 5,1,Madhapur,Hyderabad,2,Bachelors/Family,2
2022-05-12,3,15000,192,2 out of 4,1,"Bolarum, Medchal Road",Hyderabad,2,Bachelors/Family,3
2022-07-06,1,3000,80,Ground out of 2,1,Rhoda Mistri Nagar,Hyderabad,2,Bachelors/Family,1
2022-05-25,2,12500,1315,Ground out of 2,1,Aminpur,Hyderabad,2,Bachelors/Family,2
2022-07-06,3,42000,1600,2 out of 5,2,Jubilee Hills,Hyderabad,2,Bachelors/Family,3
2022-05-07,2,20000,1450,2 out of 6,1,"Somajiguda, NH 9",Hyderabad,2,Bachelors/Family,2
2022-07-06,3,40000,1900,2 out of 5,2,Film Nagar,Hyderabad,2,Bachelors/Family,3
2022-07-06,3,45000,2600,2 out of 5,2,"Banjara Hills, NH 9",Hyderabad,2,Bachelors/Family,3
2022-05-12,1,8500,450,Ground out of 1,1,"Hafeezpet, NH 9",Hyderabad,1,Bachelors/Family,2
2022-06-01,2,15000,1000,4 out of 5,1,"Somajiguda, NH 9",Hyderabad,2,Bachelors/Family,2
2022-05-20,2,9000,100,2 out of 3,1,Chanchalguda,Hyderabad,1,Bachelors/Family,2
2022-05-12,2,14000,1100,Ground out of 3,1,"Old Malakpet, NH 9",Hyderabad,1,Bachelors/Family,2
