,Posted On,BHK,Rent,Size,Floor,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom
4235,2022-05-16,2,27000,1230,1 out of 6,1,Puppalaguda,Hyderabad,2,Bachelors/Family,2
4236,2022-06-22,2,12000,1000,Ground out of 2,1,LIG Colony,Hyderabad,2,Bachelors,3
4237,2022-05-25,2,16000,1200,1 out of 2,1,Chintalakunta,Hyderabad,1,Bachelors/Family,2
4238,2022-05-12,2,8000,150,Ground out of 1,1,Osman Nagar,Hyderabad,1,Bachelors/Family,2
4239,2022-06-22,2,14000,850,4 out of 6,1,Serilingampally,Hyderabad,2,Family,2
4240,2022-06-10,2,10000,1300,Ground out of 1,1,Nagaram,Hyderabad,1,Bachelors/Family,2
4241,2022-07-10,4,150000,4761,14 out of 18,1,"Kukatpally, NH 9",Hyderabad,2,Family,5
4242,2022-06-22,2,16000,1250,1 out of 5,1,"Pragathi Nagar, Kukatpally",Hyderabad,2,Bachelors/Family,2
4243,2022-05-25,1,6000,100,2 out of 3,1,Borabanda,Hyderabad,1,Bachelors/Family,1
4244,2022-06-24,3,26000,1550,4 out of 5,2,"LB Nagar, NH 9",Hyderabad,1,Bachelors,2
4245,2022-07-03,2,13000,1300,2 out of 2,2,Sainikpuri,Hyderabad,1,Bachelors/Family,2
4246,2022-06-13,3,28000,1600,5 out of 20,2,Bandlaguda Jagir,Hyderabad,2,Bachelors,2
4247,2022-06-22,2,8500,1200,Ground out of 2,1,Medipally,Hyderabad,1,Bachelors/Family,3
4248,2022-06-22,2,12500,1200,2 out of 5,1,Kompally,Hyderabad,2,Bachelors/Family,2
4249,2022-06-22,3,25000,1970,5 out of 9,1,Kompally,Hyderabad,2,Bachelors/Family,3
4250,2022-06-28,2,10000,650,4 out of 4,2,Namalagundu,Hyderabad,1,Bachelors,2
4251,2022-06-19,2,12000,1000,4 out of 5,1,Secunderabad,Hyderabad,1,Bachelors/Family,3
4252,2022-06-28,3,15000,1500,1 out of 1,1,Old Bowenpally,Hyderabad,1,Bachelors/Family,3
4253,2022-05-02,2,6000,1250,Ground out of 1,1,"Ambedkar Nagar-Boduppal, Secunderabad",Hyderabad,1,Family,2
4254,2022-07-06,3,30000,1940,1 out of 5,2,"Hyder Nagar, NH 9",Hyderabad,2,Bachelors,3
4255,2022-06-27,2,18000,700,7 out of 8,2,Rajendra Mandal,Hyderabad,1,Bachelors/Family,2
4256,2022-06-02,2,8500,700,2 out of 3,1,Budwel,Hyderabad,2,Bachelors/Family,1
4257,2022-05-25,2,7500,100,1 out of 3,1,Amberpet,Hyderabad,1,Bachelors/Family,2
4258,2022-05-20,1,12000,300,2 out of 3,1,Gachibowli,Hyderabad,2,Bachelors/Family,1
4259,2022-06-18,2,15000,980,3 out of 5,1,Langar Houz,Hyderabad,2,Bachelors/Family,2
4260,2022-05-06,2,15500,800,2 out of 2,1,Prakash Nagar,Hyderabad,2,Bachelors/Family,2
4261,2022-05-25,3,20000,1250,2 out of 6,1,Qutub Shahi Tombs,Hyderabad,1,Bachelors/Family,2
4262,2022-07-06,2,11000,1000,Ground out of 1,2,"Beeramguda, Ramachandra Puram, NH 9",Hyderabad,2,Family,2
4263,2022-06-14,2,15000,1000,Ground out of 4,1,Mehdipatnam,Hyderabad,1,Bachelors/Family,2
4264,2022-06-23,3,17000,1800,Ground out of 1,2,Bandlaguda Jagir,Hyderabad,1,Bachelors/Family,3
4265,2022-06-06,3,20000,2000,1 out of 3,2,Srisailam Highway,Hyderabad,2,Bachelors/Family,3
4266,2022-07-08,3,20000,1500,1 out of 6,1,Peeramcheru,Hyderabad,2,Bachelors/Family,3
4267,2022-07-08,2,12000,1050,3 out of 4,1,"Uppal, NH 2 2",Hyderabad,1,Bachelors/Family,3
4268,2022-06-18,2,25000,1100,1 out of 7,1,"Upparpally, Hyderabad Expressway",Hyderabad,2,Bachelors/Family,2
4269,2022-07-08,2,11500,1000,2 out of 3,2,Attapur,Hyderabad,2,Bachelors/Family,2
4270,2022-05-27,2,6500,700,2 out of 3,1,Meerpet,Hyderabad,1,Bachelors/Family,2
4271,2022-05-21,1,10000,750,1 out of 2,1,"Mallampet, Outer Ring Road",Hyderabad,1,Bachelors/Family,1
4272,2022-06-29,1,6000,450,2 out of 6,1,Sainikpuri,Hyderabad,1,Bachelors/Family,1
4273,2022-05-20,3,14000,1000,1 out of 2,1,"Malakpet, NH 9",Hyderabad,1,Bachelors/Family,2
4274,2022-07-06,3,34000,1500,2 out of 14,2,Gachibowli,Hyderabad,2,Family,3
4275,2022-05-15,2,15000,1550,Ground out of 13,1,"LB Nagar, NH 9",Hyderabad,2,Family,2
4276,2022-05-07,2,20000,1450,2 out of 3,1,"LB Nagar, NH 9",Hyderabad,2,Bachelors/Family,2
4277,2022-07-05,2,9500,650,3 out of 5,2,"Beeramguda, Ramachandra Puram, NH 9",Hyderabad,1,Bachelors/Family,2
4278,2022-05-23,2,10000,650,3 out of 5,2,"Beeramguda, Ramachandra Puram, NH 9",Hyderabad,1,Bachelors/Family,2
4279,2022-06-06,3,30000,1500,5 out of 5,2,Kondapur,Hyderabad,2,Bachelors/Family,3
4280,2022-06-14,2,13000,900,2 out of 3,1,Puppalaguda,Hyderabad,2,Bachelors/Family,2
4281,2022-07-06,3,45000,1645,8 out of 19,2,"Kokapet, Outer Ring Road",Hyderabad,2,Bachelors/Family,3
4282,2022-05-06,2,8000,600,4 out of 7,1,"Alijapur, Qutub Shahi Tombs",Hyderabad,1,Bachelors/Family,2
4283,2022-07-08,2,25000,1250,Ground out of 6,1,"Alkapur Township, Manikonda, Outer Ring Road",Hyderabad,2,Bachelors/Family,2
4284,2022-07-01,2,12000,1300,1 out of 2,2,Sai Nagar-Uppal,Hyderabad,2,Bachelors,2
4285,2022-05-23,2,19000,1000,1 out of 3,2,"Manikonda, Outer Ring Road",Hyderabad,2,Family,2
4286,2022-07-08,3,22000,1500,4 out of 6,1,"Indra Nagar, Moti Nagar",Hyderabad,2,Bachelors/Family,3
4287,2022-07-08,2,15000,1150,4 out of 5,1,Suchitra Circle,Hyderabad,2,Bachelors/Family,2
4288,2022-06-14,2,15000,110,2 out of 3,1,Mehdipatnam,Hyderabad,2,Bachelors/Family,2
4289,2022-07-04,2,10000,103,Ground out of 1,1,Sainikpuri,Hyderabad,1,Bachelors/Family,2
4290,2022-06-25,2,10000,1050,4 out of 5,2,"Hayathnagar, NH 9",Hyderabad,1,Bachelors,2
4291,2022-06-14,2,7000,60,1 out of 6,1,"Model Town Colony, Nawab Saheb Kunta",Hyderabad,1,Bachelors/Family,2
4292,2022-05-21,2,15000,1170,2 out of 4,1,"Sitaphalmandi, Padmarao Nagar",Hyderabad,1,Bachelors/Family,2
4293,2022-06-20,2,9500,167,Ground out of 1,1,"Hari Hara Puram, B N Reddy Nagar",Hyderabad,1,Bachelors/Family,2
4294,2022-05-25,1,6500,500,2 out of 2,1,in Bandlaguda Jagir,Hyderabad,2,Bachelors/Family,1
4295,2022-05-07,1,10000,600,Ground out of 4,1,Jubilee Hills,Hyderabad,1,Bachelors/Family,1
4296,2022-06-22,1,8000,600,1 out of 4,1,"Pragathi Nagar, Kukatpally",Hyderabad,1,Bachelors/Family,1
4297,2022-05-12,1,3300,200,Ground out of 2,1,Moula Ali,Hyderabad,1,Bachelors/Family,1
4298,2022-06-10,2,12000,600,1 out of 2,1,"Upparpally, Hyderabad Expressway",Hyderabad,1,Bachelors/Family,1
4299,2022-06-18,2,20000,900,2 out of 4,1,"Himayath Nagar, NH 7",Hyderabad,2,Bachelors/Family,2
4300,2022-07-08,2,12000,800,Ground out of 6,1,Bandlaguda Jagir,Hyderabad,1,Bachelors/Family,2
4301,2022-05-31,3,20000,1000,2 out of 4,2,Opposite andhra mahila sabha,Hyderabad,2,Bachelors/Family,2
4302,2022-06-14,3,70000,3200,11 out of 15,2,"Financial District, Nanakram Guda",Hyderabad,2,Family,3
4303,2022-05-05,2,10000,1400,Ground out of 1,1,Bheeram guda,Hyderabad,2,Bachelors/Family,2
4304,2022-05-06,1,8500,550,Ground out of 2,1,"Kukatpally, NH 9",Hyderabad,1,Bachelors/Family,1
4305,2022-06-08,1,8000,540,4 out of 4,2,"Sanath Nagar, NH 9",Hyderabad,1,Family,1
4306,2022-06-14,1,8000,400,Ground out of 3,1,Nagole,Hyderabad,1,Bachelors/Family,1
4307,2022-05-19,2,13000,1225,2 out of 4,1,"Sun City, Bandlaguda, Chevella Road",Hyderabad,1,Bachelors,2
4308,2022-06-29,3,15500,1430,1 out of 1,2,Dr A.S. Rao Nagar,Hyderabad,2,Bachelors/Family,2
4309,2022-07-08,2,30000,1200,2 out of 25,1,Nanakaramguda,Hyderabad,2,Bachelors/Family,2
4310,2022-06-18,2,10000,1197,Ground out of 2,1,Dammaiguda,Hyderabad,1,Bachelors/Family,2
4311,2022-07-06,2,18000,1150,2 out of 5,2,Kondapur,Hyderabad,2,Bachelors,2
4312,2022-05-06,1,12000,500,4 out of 5,1,Kondapur,Hyderabad,2,Bachelors/Family,1
4313,2022-05-25,2,9000,1200,Ground out of 2,2,"Gandhamguda, Bairagiguda",Hyderabad,2,Bachelors/Family,2
4314,2022-06-10,1,6000,500,2 out of 4,1,Gajularamaram,Hyderabad,2,Bachelors/Family,2
4315,2022-05-29,3,32000,1600,3 out of 6,1,Raj Bhawan Road,Hyderabad,2,Bachelors/Family,3
4316,2022-07-06,2,36000,1100,1 out of 5,1,Madhapur,Hyderabad,2,Bachelors/Family,2
4317,2022-07-02,2,17000,1220,1 out of 6,1,Masab Tank,Hyderabad,2,Bachelors/Family,2
4318,2022-06-02,3,20000,1500,2 out of 5,1,"Habsiguda, NH 2 2",Hyderabad,2,Bachelors/Family,3
4319,2022-06-18,1,9000,500,4 out of 4,1,KPHB Road,Hyderabad,1,Bachelors/Family,1
4320,2022-06-24,2,9500,850,2 out of 3,1,Dellapur,Hyderabad,1,Bachelors/Family,2
4321,2022-05-20,2,7000,1000,2 out of 3,1,"B N Reddy Nagar, Nagarjuna Sagar Road",Hyderabad,1,Bachelors/Family,2
4322,2022-05-18,3,17000,100,1 out of 1,2,Masab Tank,Hyderabad,1,Bachelors/Family,3
4323,2022-06-14,2,19500,1140,Ground out of 5,1,"Miyapur, NH 9",Hyderabad,2,Bachelors/Family,2
4324,2022-05-25,2,25000,1100,2 out of 3,1,Masab Tank,Hyderabad,2,Bachelors/Family,2
4325,2022-06-06,3,14000,1400,3 out of 4,1,"Bolarum, Medchal Road",Hyderabad,2,Bachelors/Family,2
4326,2022-07-06,2,16000,1350,3 out of 5,1,"Kukatpally, NH 9",Hyderabad,2,Bachelors/Family,2
4327,2022-06-08,2,15000,180,Ground out of 2,2,"Kachiguda, NH 2 2",Hyderabad,1,Bachelors/Family,2
4328,2022-05-16,2,13000,1250,2 out of 6,1,"LB Nagar, NH 9",Hyderabad,1,Bachelors/Family,2
4329,2022-06-14,2,12000,1300,2 out of 5,1,Peeramcheru,Hyderabad,1,Bachelors/Family,2
4330,2022-07-09,2,12000,840,2 out of 4,1,Old Nallakunta,Hyderabad,1,Bachelors/Family,2
4331,2022-05-03,2,7500,1200,1 out of 3,1,Dammaiguda,Hyderabad,2,Bachelors/Family,2
4332,2022-05-20,2,13000,700,3 out of 4,1,"Habsiguda, NH 2 2",Hyderabad,2,Bachelors/Family,2
4333,2022-05-29,4,52000,2700,11 out of 13,1,Gachibowli,Hyderabad,2,Bachelors/Family,4
4334,2022-07-10,2,22000,1100,1 out of 12,2,"Miyapur, NH 9",Hyderabad,2,Family,2
4335,2022-04-28,2,18000,1000,Ground out of 2,2,"Uppal, NH 2 2",Hyderabad,2,Bachelors,2
4336,2022-06-06,2,7000,1000,1 out of 2,1,"Hayathnagar, NH 9",Hyderabad,2,Bachelors/Family,3
4337,2022-06-08,3,16500,1600,2 out of 5,1,Attapur,Hyderabad,2,Family,3
4338,2022-05-24,3,13000,1550,1 out of 5,2,Bandlaguda Jagir,Hyderabad,1,Bachelors,3
4339,2022-06-25,1,6000,600,Ground out of 4,1,Amberpet,Hyderabad,2,Bachelors/Family,1
4340,2022-07-06,1,6000,500,1 out of 2,1,RTC Cross Road,Hyderabad,2,Bachelors/Family,1
4341,2022-07-10,2,21000,1100,4 out of 5,2,"Himayath Nagar, NH 7",Hyderabad,2,Bachelors/Family,2
4342,2022-05-07,3,10000,1000,2 out of 2,2,"Manikonda, Outer Ring Road",Hyderabad,2,Family,2
4343,2022-05-09,2,12000,1000,2 out of 2,1,Kothapet,Hyderabad,2,Bachelors/Family,2
4344,2022-07-02,3,30000,1800,5 out of 5,2,"Anand Nagar-Khairatabad, NH 7",Hyderabad,1,Bachelors/Family,3
4345,2022-07-10,2,15000,1300,3 out of 5,2,Kondapur,Hyderabad,2,Bachelors/Family,2
4346,2022-05-12,2,10000,1100,Ground out of 2,1,Kapra,Hyderabad,1,Bachelors/Family,2
4347,2022-05-12,2,9000,950,2 out of 3,1,Chanda Nagar,Hyderabad,1,Bachelors/Family,2
4348,2022-07-01,2,10000,1000,2 out of 3,2,Rock Town Colony,Hyderabad,2,Bachelors,2
4349,2022-05-20,2,8000,1200,1 out of 3,1,"Hayathnagar, NH 9",Hyderabad,1,Bachelors/Family,2
4351,2022-06-29,2,8000,550,2 out of 4,1,Attapur,Hyderabad,1,Bachelors/Family,2
4352,2022-06-10,2,8500,1000,2 out of 16,2,Medipally,Hyderabad,2,Bachelors/Family,2
4353,2022-05-12,2,7500,800,2 out of 4,1,"Pragathi Nagar, Kukatpally",Hyderabad,2,Bachelors/Family,2
4354,2022-06-18,2,5000,600,Ground out of 2,1,Meerpet,Hyderabad,1,Bachelors/Family,1
4355,2022-07-02,3,30000,1800,5 out of 5,2,"Anand Nagar-Khairatabad, NH 7",Hyderabad,1,Family,3
4356,2022-05-01,1,7500,500,1 out of 3,1,"Champapet, Koti",Hyderabad,2,Bachelors/Family,1
4357,2022-06-12,2,12000,1000,2 out of 4,1,Ram nagar,Hyderabad,1,Bachelors/Family,2
4358,2022-06-10,2,15500,1100,3 out of 4,1,"Kachiguda, NH 2 2",Hyderabad,2,Bachelors/Family,2
4359,2022-04-29,3,26000,1450,4 out of 7,1,"Lingampally-Serilingampally, NH 2 2",Hyderabad,2,Family,2
4360,2022-05-26,1,8000,550,2 out of 3,1,"Rasoolpura, Mahatma Gandhi Road",Hyderabad,2,Bachelors/Family,1
4361,2022-06-30,2,12000,933,2 out of 5,1,Kompally,Hyderabad,1,Bachelors,2
4362,2022-07-02,3,15000,1100,1 out of 10,2,Prashanth Nagar,Hyderabad,2,Bachelors/Family,2
4363,2022-06-18,2,10000,1030,3 out of 6,1,Dr A.S. Rao Nagar,Hyderabad,2,Family,2
4364,2022-05-28,3,20000,1150,2 out of 4,2,"Pragathi Nagar, Moosapet",Hyderabad,2,Family,3
4365,2022-06-10,2,12500,850,Ground out of 5,2,Prem nagar-Erragadda,Hyderabad,1,Bachelors,2
4366,2022-06-02,2,18000,1000,2 out of 3,1,Kondapur,Hyderabad,1,Bachelors/Family,2
4367,2022-06-21,3,21000,1400,3 out of 4,2,"LB Nagar, NH 9",Hyderabad,2,Family,3
4368,2022-07-10,3,95000,2700,23 out of 30,2,Gachibowli,Hyderabad,2,Bachelors,3
4369,2022-05-19,3,26000,1700,7 out of 14,2,"Hafeezpet, NH 9",Hyderabad,2,Family,3
4370,2022-06-02,3,53000,1742,25 out of 35,1,Gachibowli,Hyderabad,2,Family,2
4371,2022-06-14,2,13000,1000,3 out of 4,1,"Miyapur, NH 9",Hyderabad,1,Bachelors/Family,2
4372,2022-06-29,2,12000,1440,1 out of 3,1,Attapur,Hyderabad,2,Bachelors/Family,2
4373,2022-07-06,3,28000,1600,1 out of 6,1,Chanda Nagar,Hyderabad,2,Bachelors/Family,3
4374,2022-07-06,3,57000,1838,4 out of 30,1,Gachibowli,Hyderabad,1,Bachelors,3
4375,2022-05-24,2,10000,1200,2 out of 2,1,"Beeramguda, Ramachandra Puram, NH 9",Hyderabad,1,Bachelors,2
4376,2022-05-06,3,21467,200,1 out of 1,1,"Uppal, NH 2 2",Hyderabad,1,Bachelors/Family,1
4377,2022-05-23,1,32000,1050,2 out of 3,2,"Banjara Hills, NH 9",Hyderabad,2,Bachelors,1
4378,2022-07-07,1,7000,400,4 out of 4,2,Humayun Nagar,Hyderabad,1,Bachelors/Family,1
4379,2022-07-06,2,30000,1350,5 out of 14,1,Gachibowli,Hyderabad,2,Bachelors,2
4380,2022-05-17,3,40000,1960,13 out of 25,1,"Nallagandla, Serilingampally",Hyderabad,1,Bachelors,3
4381,2022-06-08,1,9000,800,1 out of 2,1,Nagole,Hyderabad,1,Bachelors/Family,1
4382,2022-07-02,2,15000,1000,2 out of 5,1,Bachupally,Hyderabad,1,Bachelors,2
4383,2022-06-29,2,18000,1100,1 out of 4,1,Begumpet,Hyderabad,1,Bachelors/Family,2
4384,2022-05-29,3,25000,1480,2 out of 3,1,Nizam Colony,Hyderabad,2,Bachelors/Family,3
4385,2022-06-22,1,8500,700,Ground out of 3,2,"Hafeezpet, NH 9",Hyderabad,1,Bachelors/Family,1
4386,2022-06-13,3,20000,1500,5 out of 6,1,"Miyapur, NH 9",Hyderabad,2,Bachelors/Family,2
4387,2022-06-25,2,12000,1000,5 out of 6,1,Upperpally,Hyderabad,2,Bachelors/Family,2
4388,2022-06-11,2,12500,900,1 out of 3,1,Toli Chowki,Hyderabad,2,Bachelors/Family,2
4389,2022-07-02,3,25000,1250,2 out of 8,1,"Red Hills, Lakdikapul, NH 7",Hyderabad,2,Bachelors/Family,2
4390,2022-05-31,2,10000,1100,2 out of 2,1,"Chandanagar, NH 9",Hyderabad,1,Bachelors/Family,3
4391,2022-05-12,3,18000,1300,3 out of 3,1,"Lakdikapul, NH 9",Hyderabad,2,Bachelors,2
4392,2022-06-21,3,12000,1275,4 out of 5,2,"Rajendra Nagar, Outer Ring Road",Hyderabad,1,Bachelors/Family,2
4393,2022-06-14,3,13000,1265,2 out of 5,1,"Pragathi Nagar, Kukatpally",Hyderabad,2,Bachelors/Family,3
4394,2022-04-29,1,13000,700,1 out of 3,2,Panjagutta Colony,Hyderabad,1,Bachelors,1
4395,2022-05-20,2,25000,1150,1 out of 5,1,Madhapur,Hyderabad,2,Bachelors/Family,2
4396,2022-07-03,2,9000,850,Ground out of 2,2,"Srinivasa Colony, Secunderabad",Hyderabad,2,Family,2
4397,2022-06-02,2,10000,1285,2 out of 4,1,"Malakpet, NH 9",Hyderabad,2,Bachelors/Family,2
4398,2022-07-06,3,15000,2000,Ground out of 2,1,Thumukunta,Hyderabad,2,Bachelors/Family,3
4399,2022-07-06,2,20000,1000,1 out of 1,1,"Bolarum, Medchal Road",Hyderabad,2,Bachelors/Family,3
4400,2022-05-22,1,13500,700,4 out of 4,1,Gachibowli,Hyderabad,2,Bachelors/Family,1
4401,2022-06-25,3,21000,1100,4 out of 10,1,"Rajendra Nagar, Outer Ring Road",Hyderabad,2,Bachelors/Family,2
4402,2022-07-06,2,10000,1000,1 out of 3,1,Toli Chowki,Hyderabad,2,Bachelors/Family,2
4403,2022-06-18,2,10000,800,Ground out of 5,1,"Chintal, NH 7",Hyderabad,1,Bachelors/Family,2
4404,2022-05-05,2,10000,1400,Ground out of 1,1,Ammenpur,Hyderabad,2,Bachelors/Family,2
4405,2022-07-07,2,24000,1350,1 out of 5,2,Hitech City,Hyderabad,2,Bachelors/Family,2
4406,2022-05-01,2,13000,1100,1 out of 4,1,"Hyder Nagar, NH 9",Hyderabad,2,Bachelors/Family,2
4407,2022-06-29,2,8000,840,2 out of 3,1,"SV Nagar, Secunderabad",Hyderabad,1,Bachelors/Family,2
4408,2022-06-18,2,55000,1325,6 out of 8,1,Gachibowli,Hyderabad,2,Bachelors/Family,2
4410,2022-05-10,3,32000,1250,5 out of 6,2,"Chanda Naik Nagar, Madhapur",Hyderabad,2,Bachelors/Family,3
4411,2022-06-06,3,22000,1500,3 out of 6,1,Petbasheerabad,Hyderabad,2,Bachelors/Family,3
4412,2022-06-03,2,8500,1050,1 out of 2,2,Hydershakote,Hyderabad,1,Bachelors/Family,2
4413,2022-05-09,3,12000,1200,2 out of 3,1,Toli Chowki,Hyderabad,2,Bachelors/Family,2
4414,2022-05-31,3,15000,1500,4 out of 5,2,KBR Laxmi Residency,Hyderabad,2,Bachelors/Family,3
4415,2022-06-06,1,3000,100,1 out of 2,1,New Nallakunta,Hyderabad,2,Bachelors/Family,1
4416,2022-06-02,3,52000,1742,23 out of 35,1,Gachibowli,Hyderabad,2,Family,3
4417,2022-07-08,2,9500,650,3 out of 4,2,in Kushaiguda,Hyderabad,1,Bachelors/Family,2
4418,2022-07-06,3,46000,2235,Ground out of 10,2,Gachibowli,Hyderabad,1,Family,5
4419,2022-07-08,2,12000,1000,1 out of 3,1,"Gouri Shankar Nagar Colony, Banjara Hills",Hyderabad,2,Bachelors/Family,2
4420,2022-05-20,2,8000,175,1 out of 3,1,"Old Malakpet, NH 9",Hyderabad,2,Bachelors/Family,2
4421,2022-07-06,2,9000,160,Ground out of 2,1,Nagaram,Hyderabad,1,Bachelors/Family,2
4422,2022-05-20,2,10000,1200,2 out of 3,1,"Jillelguda, Medbowli",Hyderabad,2,Bachelors/Family,2
4423,2022-05-26,2,39000,1283,5 out of 34,1,Gachibowli,Hyderabad,1,Bachelors,2
4424,2022-05-22,1,9000,600,1 out of 3,1,"Domalguda, Himayath Nagar, NH 7",Hyderabad,2,Bachelors/Family,1
4425,2022-07-10,4,120000,3455,12 out of 17,1,Madhapur,Hyderabad,2,Family,4
4426,2022-06-29,3,25000,1500,1 out of 2,2,"Ayodhya Nagar, Quthbullapur",Hyderabad,2,Family,3
4427,2022-07-06,1,14000,540,1 out of 5,2,Kondapur,Hyderabad,1,Bachelors,1
4428,2022-06-30,1,6000,500,2 out of 2,1,"Lalaguda, Secunderabad",Hyderabad,1,Bachelors/Family,1
4429,2022-06-14,2,15000,1100,1 out of 4,1,"Dilsukh Nagar, NH 9",Hyderabad,1,Bachelors/Family,2
4430,2022-05-24,2,8000,1350,1 out of 2,2,"Boduppal, NH 2 2",Hyderabad,1,Bachelors,2
4431,2022-05-06,1,6000,400,2 out of 2,1,Shamshabad,Hyderabad,1,Bachelors/Family,1
4432,2022-07-08,2,10000,120,Ground out of 2,1,"Vanasthalipuram, NH 9",Hyderabad,2,Bachelors/Family,2
4433,2022-05-12,3,35000,3050,Ground out of 2,1,Sainikpuri,Hyderabad,2,Bachelors/Family,3
4434,2022-05-12,2,16000,400,Ground out of 2,1,Old Bowenpally,Hyderabad,1,Bachelors/Family,3
4435,2022-07-02,2,14000,800,1 out of 4,1,Dr A.S. Rao Nagar,Hyderabad,2,Bachelors/Family,2
4436,2022-07-02,2,10000,90,Ground out of 3,1,Amberpet,Hyderabad,1,Bachelors/Family,1
4437,2022-05-25,1,7000,500,1 out of 4,1,Chanda Nagar,Hyderabad,1,Bachelors/Family,1
4438,2022-05-16,2,8000,1150,1 out of 4,1,Kistareddypet,Hyderabad,1,Bachelors/Family,2
4439,2022-04-30,3,22000,1700,2 out of 3,1,"Vahini nagar, Karkhana, Hyderabad road no 2a",Hyderabad,2,Bachelors/Family,2
4440,2022-06-02,2,12000,1000,3 out of 5,1,Nadeem Colony,Hyderabad,1,Bachelors/Family,2
4441,2022-07-06,3,10000,1100,1 out of 4,2,"Manikonda, Outer Ring Road",Hyderabad,2,Bachelors/Family,1
4442,2022-06-28,3,15000,1360,6 out of 8,1,Badesahebguda,Hyderabad,2,Bachelors/Family,3
4443,2022-06-29,1,6500,400,1 out of 2,1,"Kukatpally, NH 9",Hyderabad,1,Bachelors/Family,1
4444,2022-05-02,2,25000,1150,1 out of 4,1,"Banjara Hills, NH 9",Hyderabad,1,Bachelors/Family,2
4445,2022-06-25,2,12000,700,1 out of 5,1,"Padmarao Nagar, Hyderabad-Karimnagar Highway",Hyderabad,2,Bachelors/Family,2
4446,2022-05-21,1,9000,100,Upper Basement out of 4,2,"Hafeezpet, NH 9",Hyderabad,1,Bachelors/Family,1
4447,2022-07-05,2,7000,800,Ground out of 1,2,"Boduppal, NH 2 2",Hyderabad,1,Bachelors,2
4448,2022-07-02,2,20000,500,1 out of 5,1,East Nehru Nagar,Hyderabad,2,Bachelors/Family,2
4449,2022-05-16,2,9000,900,1 out of 3,1,"Ramanthapur, NH 2 2",Hyderabad,2,Bachelors/Family,2
4450,2022-06-25,3,30000,1500,3 out of 4,2,"Somajiguda, NH 9",Hyderabad,2,Bachelors/Family,2
4451,2022-06-05,3,15500,1600,1 out of 4,1,Madhura Nagar,Hyderabad,2,Family,3
4452,2022-05-27,2,10500,1300,1 out of 3,1,"LB Nagar, NH 9",Hyderabad,1,Bachelors/Family,2
4453,2022-06-15,3,16000,1305,2 out of 5,1,Bowenpally,Hyderabad,2,Bachelors/Family,2
4454,2022-05-12,1,6000,400,1 out of 2,1,Meerpet,Hyderabad,1,Bachelors/Family,1
4455,2022-05-12,2,15000,600,1 out of 2,1,"Khaja Guda, Outer Ring Road",Hyderabad,2,Bachelors/Family,2
4456,2022-06-15,2,21000,1130,3 out of 5,1,"Hyder Nagar, NH 9",Hyderabad,1,Bachelors,2
4457,2022-07-06,4,400000,7000,Lower Basement out of 2,2,Jubilee Hills,Hyderabad,2,Bachelors/Family,6
4458,2022-07-05,1,9000,890,4 out of 5,2,Ameenpur,Hyderabad,2,Bachelors,1
4459,2022-06-14,3,30000,1606,9 out of 19,1,Peeramcheru,Hyderabad,2,Bachelors/Family,3
4460,2022-05-12,1,6500,650,Ground out of 3,1,"Quthbullapur, NH 7",Hyderabad,1,Bachelors/Family,1
4461,2022-06-28,2,6000,600,3 out of 4,1,"Vanasthalipuram, NH 9",Hyderabad,1,Bachelors/Family,1
4462,2022-07-06,2,45000,1350,20 out of 35,2,Gachibowli,Hyderabad,2,Bachelors,2
4463,2022-06-28,2,15000,1050,1 out of 4,1,"Venkata Ramana Colony, Nagole",Hyderabad,1,Bachelors/Family,2
4464,2022-06-22,2,16000,1600,1 out of 2,1,Old Alwal,Hyderabad,1,Bachelors/Family,3
4465,2022-05-12,3,22000,1840,3 out of 6,1,"Miyapur, NH 9",Hyderabad,2,Bachelors/Family,3
4466,2022-05-12,2,12000,1100,5 out of 6,1,Serilingampally,Hyderabad,1,Bachelors/Family,2
4467,2022-05-12,2,13000,800,2 out of 3,1,Qutub Shahi Tombs,Hyderabad,2,Bachelors/Family,2
4468,2022-05-12,2,10000,800,Ground out of 3,1,Sainikpuri,Hyderabad,1,Bachelors/Family,2
4469,2022-05-20,2,15000,1100,1 out of 5,1,"Boduppal, NH 2 2",Hyderabad,2,Bachelors/Family,2
4470,2022-05-12,3,15000,2000,Ground out of 1,1,"Bongloor, Outer Ring Road",Hyderabad,2,Bachelors/Family,3
4471,2022-05-12,1,9000,750,2 out of 5,1,Balanagar,Hyderabad,1,Bachelors/Family,1
4472,2022-05-12,3,20000,1650,3 out of 5,1,"Pocharam, NH 2 2",Hyderabad,2,Bachelors/Family,2
4473,2022-06-01,2,6500,600,2 out of 2,1,"Vanasthalipuram, NH 9",Hyderabad,1,Bachelors/Family,2
4474,2022-06-21,3,45000,2352,1 out of 5,2,Gachibowli,Hyderabad,2,Family,4
4475,2022-07-05,3,42000,2671,2 out of 14,2,Whitefields,Hyderabad,2,Family,3
4476,2022-05-20,2,12000,550,1 out of 4,1,"Padmarao Nagar, Hyderabad-Karimnagar Highway",Hyderabad,1,Bachelors/Family,2
4477,2022-05-12,3,24000,1700,1 out of 5,1,"Manikonda, Outer Ring Road",Hyderabad,2,Bachelors/Family,4
4478,2022-05-12,2,16000,1050,2 out of 2,2,Suchitra Circle,Hyderabad,2,Bachelors/Family,2
